Person_ID,Index_Name, IN_Foreign_Notation,Real_Name, RN_Foreign_Notation,Birth_Year,Death_Year,Birth_Place,Sex,ISNI,Responsibility
347,최서해,崔曙海,최학송,崔鶴松,1901,1932,함경북도 성진,남,0000 0001 0915 8160,정성훈
348,최승구,崔承九,최승구,崔承九,1892,1917,경기도 시흥,남,0000 0004 9207 4911,정성훈
349,최승만,崔承萬,최승만,崔承萬,1897,1984,경기도 안산,남,0000 0000 2570 4283,정성훈
350,최승일,崔承一,최승일,崔承一,1901,1966,함경남도 원산,남,0000 0000 5096 5661,정성훈
351,최인욱,崔仁旭,최상천,崔相天,1920,1972,경상남도 합천,남,0000 0000 2304 2001,정성훈
352,최인준,崔仁俊,최인준,崔仁俊,1912,?,평안남도 평양,남,0000 0004 6438 8059,정성훈
353,최재서,崔載瑞,최재서,崔載瑞,1908,1964,황해도 해주,남,0000 0000 8421 2094,정성훈
354,최정익,崔正翊,최정익,崔正翊,?,?,?,?,?,정성훈
355,최정희,崔貞熙,최정희,崔貞熙,1906,1990,함경북도 성진,여,0000 0000 8084 0982,정성훈
356,최찬식,崔瓚植,최찬식,崔瓚植,1881,1951,경기도 광주,남,0000 0000 8427 8165,정성훈
357,최태응,崔泰應,최태응,崔泰應,1917,1998,황해도 장연,남,0000 0000 4780 4218,정성훈
358,최현배,崔鉉培,최현배,崔鉉培,1894,1970,경상남도 울산,남,0000 0004 5481 1095,정성훈
359,피천득,皮千得,피천득,皮千得,1910,2007,서울,남,0000 0000 6350 6421,정성훈
360,한노단,韓路檀,한효동,韓孝東,1912,1977,서울,남,0000 0004 7378 1784,정성훈
361,한설야,韓雪野,한병도,韓秉道,1901,1976,함경남도 함흥,남,0000 0000 7834 0743,정성훈
362,한식,韓植,한식,韓植,1907,?,함경남도 함흥,남,?,정성훈
363,한용운,韓龍雲,한정옥,韓貞玉,1879,1944,충청남도 홍성,남,0000 0001 1064 7551,정성훈
364,한인택,韓仁澤,한인택,韓仁澤,1903,1937,함경남도 이원,남,0000 0000 4997 6179,정성훈
365,한정동,韓晶東,한정동,韓晶東,1894,1976,평안남도 강서,남,0000 0000 7964 1732,정성훈
366,한치진,韓稚振,한치진,韓稚振,1901,?,평안남도 용강,남,0000 0004 3608 9537,정성훈
367,한태천,韓泰泉,한태천,韓泰泉,?,?,?,?,?,정성훈
368,한효,韓曉,한재휘,韓在暉,1912,?,함경남도 함주,남,0000 0000 5303 7545,정성훈
369,한흑구,韓黑鷗,한세광,韓世光,1909,1979,평안남도 평양,남,0000 0004 6441 2442,정성훈
370,함대훈,咸大勳,함대훈,咸大勳,1907,1949,황해도 송화,남,0000 0004 5586 4818,정성훈
371,함세덕,咸世德,함세덕,咸世德,1915,1950,경기도 인천,남,0000 0003 7853 5251,정성훈
372,함윤수,咸允洙,함윤수,咸允洙,1916,1984,함경북도 경성,남,0000 0000 4683 1038,정성훈
373,함일돈,咸逸敦,함병업,咸秉業,1899,?,평안북도 영변,?,?,정성훈
374,함형수,咸亨洙,함형수,咸亨洙,1914,1946,함경북도 경성,남,0000 0000 3463 0212,정성훈
375,허민,許民,허민,許民,1914,1943,경상남도 사천,남,0000 0004 7390 8204,정성훈
376,허보,許保,허보,許保,1907,?,평안북도 용천,남,0000 0005 1694 2585,정성훈
377,허영호,許永鎬,허영호,許永鎬,1900,1952,부산,남,?,정성훈
378,허윤석,許允碩,허윤석,許允碩,1915,1995,경기도 김포,남,0000 0000 4787 3125,정성훈
379,허준,許俊,허준,許俊,1910,?,평안북도 용천,남,0000 0000 3095 1561,정성훈
380,현경준,玄卿駿,현경준,玄卿駿,1909,1950,함경북도 명천,남,0000 0000 4959 025X,정성훈
381,현공렴,玄公廉,현공렴,玄公廉,?,?,?,?,0000 0004 6454 2941,정성훈
382,현덕,玄德,현경윤,玄敬允,1911,?,서울,남,0000 0000 6762 0547,정성훈
383,현동염,玄東炎,현동염,玄東炎,?,?,?,?,0000 0004 7533 8268,정성훈
384,현상윤,玄相允,현상윤,玄相允,1893,1950,평안북도 정주,남,0000 0000 7690 711X,정성훈
385,현진건,玄鎭健,현진건,玄鎭健,1900,1943,경상북도 대구,남,0000 0001 0863 1411,정성훈
386,현철,玄哲,현희운,玄僖運,1891,1965,부산,남,0000 0004 7840 8321,정성훈
387,홍구,洪九,홍진복,洪振福,1908,?,서울,남,0000 0000 5088 8870,정성훈
388,홍기문,洪起文,홍기문,洪起文,1903,1992,?,남,0000 0003 8590 6516,정성훈
389,홍명희,洪命熹,홍명희,洪命熹,1888,1968,충청북도 괴산,남,0000 0003 6456 4334,정성훈
390,홍사용,洪思容,홍사용,洪思容,1900,1947,경기도 용인,남,0000 0000 2759 7506,정성훈
391,홍양명,洪陽明,홍순기,洪淳起,1906,?,제주,남,?,정성훈
392,홍해성,洪海星,홍재원,洪在遠,1893,1957,대구,남,0000 0004 7591 6654,정성훈
393,홍효민,洪曉民,홍순준,洪淳俊,1904,1975,경기도 연천,남,0000 0000 2347 8702,정성훈
394,황석우,黃錫禹,황석우,黃錫禹,1895,1959,서울,남,0000 0004 5595 176X,정성훈
395,황순원,黃順元,황순원,黃順元,1915,2000,평안남도 대동,남,0000 0001 0876 2577,정성훈
